"GENOTYPE","FHB_ME","FDK_ME","DON_ME","HD_ME","PH_ME","FHB_KIN19","FDK_KIN19","DON_KIN19","HD_KIN20","FHB_KIN20","FDK_KIN20","DON_KIN20","PH_KIN20","HD_RAL19","FHB_RAL19","FDK_RAL19","DON_RAL19","HD_RAL20","FHB_RAL20","FDK_RAL20","DON_RAL20","PH_RAL20","FDK_WAR19","DON_WAR19","HD_WAR20","FHB_WAR20","FDK_WAR20","DON_WAR20"
"13955-127",1.21526854293929,3.38198731845868,2.09330494941998,102.249999981414,93.1250000000316,1.32175583998221,3.96050701217157,3.43657644857451,90,1.09733840832104,3.40027730106751,2.09917752912455,93.75,106,1.09861228866811,3.40061903687478,2.52055296169948,90,1.38629436111968,3.55365074455901,1.55900646157139,92.5,25,2.08532460080442,123,3.5,2.70801230341215,0.741937344728887
"13955-NC13-20076",0.466531429422421,1.9744307209623,0.395744771283245,96.7818855424871,91.7953102511725,0.441832686336953,2.18175064833708,1.04931165520967,83.5555556973478,0.898164563142949,2.91257635329295,0.953795039287198,87.7364138282396,100,0.587786664902108,2.1394878187089,0.963503361431949,84.6016905675239,0.441832680457527,1.814900531245,-0.376522971429365,95.856628125225,2,0.530538534036084,119,0.75,1.89611523372116,-0.54856606212652
"13955-98",1.22159655620935,3.20387259027003,1.63642650136641,100.999999981176,90.6250000000318,1.25276296849544,3.40089122423615,2.14952440660051,90,1.09733840832104,3.21795574427355,2.31885106238532,90,102.5,1.38629445724743,3.21829748008082,1.80728437794011,88,1.38629436111972,3.11181799227997,1.25222021023936,91.25,35,1.97446200799261,123.5,3,2.70801230341216,0.732367893712756
"13955-158",0.982754228781056,2.86149411331488,1.48349091442391,101.713739604183,104.375000000032,1.09861228866796,2.86189472350346,1.50183960011732,91.5,0.691873300212876,2.70713012050756,0.932556701265432,103.75,104,1.01160091167849,3.40061903687478,2.73489293474693,89,1.25276296849516,2.30088777606364,0.667286614319644,105,20,1.77685175868356,122.029816306307,3.03235542609773,2.86216298323941,0.841567185677801
"13955-104",1.71736041340373,3.88042845518485,2.56731439804738,95.8749999814061,80.0000000000322,1.87180217690146,4.09403840479609,3.04940210883333,82,2.1387922831492,4.34935785576466,2.75505331488726,74.9999999999999,99,1.79175946922805,3.74892573114299,3.05888523125531,85,1.70474809223821,3.62264361604596,2.55280105308522,85,50,2.87265899642406,117.5,2,3.55531016379936,1.13140211149061
"13955-172",1.3878812549051,3.48519593679137,1.95765787336434,100.624999981247,82.5000000000318,1.38629436111967,4.00702702780646,3.17164066227851,89,1.60816403208703,3.80574240917567,2.776963424523,81.2499999999999,104.5,1.25276296849538,2.70747185631483,1.13823474895923,88.5,1.70474809223818,3.63059948426627,1.53566575983751,83.7500000000001,40,1.96754156514804,120.5,2.5,2.99569437586394,0.751416088683463
"13955-102",1.31189534212541,3.20871232518909,2.05632795060025,98.1249999814061,93.7500000000317,1.38629436111976,3.74919791850436,3.1201271278284,85,1.60816403208703,3.80574240917568,2.80100879128174,93.75,102,1.38629436111989,3.40061903687478,1.99231229633181,86,1.25276296849516,2.52403132737785,0.128260337880664,93.75,20,2.52318120470382,119.5,2.5,2.70801230341216,0.693147180559455
"13955-62",0.78782446292001,3.46139325552094,2.02698444034315,100.124999981189,97.5000000000319,0.91629073187418,3.31387984724652,2.4950913731276,90,1.2514890881483,3.68795937351929,2.60511316759634,96.2499999999999,101,1.17865499634166,3.48066174454831,2.61550088828485,87,0.693147180559755,2.99403495662359,0.90841889543024,98.75,70,2.47836718891403,122.5,0,2.99569437586393,0.875468737353444
"13955-48",1.22159654749051,3.6222266257589,2.50128269909124,101.87499998121,89.3750000000319,1.38629436111982,4.17408111246963,3.58405506867988,90,1.09733840832104,3.80574240917567,2.88263348978863,90,106,1.38629445724743,3.62376258818899,3.23537586773847,90,1.3862943611197,2.52403132737785,1.53702755485261,88.75,60,2.44876671913774,121.5,2.5,3.4011594839721,0.985816794522337
"13955-137",1.71090464127571,3.90078275686637,2.45680270177549,97.4999999813733,86.2500000000317,1.70474809223831,3.96050701217157,2.92628572720159,85.5,2.07816766133277,4.49888958973562,3.28530919580921,83.7499999999999,98.9999999999999,1.60943800856164,3.9602348248102,2.84442480251456,86,1.70474809223821,3.47954277240528,1.83885201882526,88.7500000000001,60,2.73430056305123,119.5,3.96764457390227,3.4011594839721,1.1378330018209
"13955-85",1.29915477676962,3.24626377723301,1.77601168465553,99.4999999811854,87.5000000000319,1.50407739677635,3.11320915178437,2.54720737426662,87,1.38502048077282,3.80574240917567,2.3974738028181,85,101,1.25276306462291,3.112936964423,2.54805960748931,88.5,1.09861228866792,2.86050356399906,1.02620193108662,90,40,1.55160515717258,121.5,3.5,2.86216298323941,0.457424847038458
"13955-106",1.18880670639018,2.86297606356585,1.18586575701551,96.3749999813658,83.7500000000313,1.25276296849525,2.7077440436762,0.914052935215199,85.5,1.5028035164292,3.6879593735193,2.16409707522386,81.25,99,1.38629445724743,2.70747185631483,1.58006750123827,83,0.916290731873945,2.30088777606364,-0.039620534758497,86.25,20,1.8805301881584,118,2.5,2.70801230341216,-0.223143551314699
"13955-84",0.855662223004789,2.9725508921558,1.24710740607814,99.7499999811861,93.7500000000319,0.693147180560029,2.99542611612799,1.95785698738832,88.5,1.5028035164292,3.68795937351929,0.827952497789441,91.25,102.5,1.25276306462291,2.86162253614209,2.051345827916,88,0.916290731873964,2.7063528841718,1.0625695752575,96.25,25,1.78522000835408,120,4.44089209850063e-16,2.30254719530399,-0.174353387145194
"13955-126",1.53369635018938,3.50386402504046,2.08815062906865,94.8749999813742,87.5000000000317,1.60943791243398,3.62403477555036,2.87696066063909,81,1.8422455338916,4.00641310463782,2.16409707522386,82.5,99.5,1.60943800856164,3.112936964423,2.25779021147258,83,1.60943791243389,3.11181799227997,1.40213436721299,92.5,50,2.55840989658756,116,2.5,3.21883792717815,1.55180879959697
"13955-135",0.852363000065495,3.10338472883153,1.40467288428107,98.1249999813693,97.5000000000316,0.916290731874045,2.99542611612799,1.42087053758365,87,1.2514890881483,3.40027730106751,1.7614850360981,96.2499999999999,99.9999999999999,1.09861228866811,3.31360765988515,2.42882202612194,87,0.693147180559735,2.7063528841718,0.29531442254383,98.75,45,1.91770919140016,118.5,1,2.30254719530399,0.292669613962329
"13955-219",0.953638805869532,3.35871553952642,1.65102459083143,98.2499999812334,93.7500000000319,0.916290731874104,3.2185696674422,2.4313755587415,85,0.743633245223486,3.9111029248335,2.12779582562262,91.2499999999999,100.5,1.09861228866812,3.48066174454831,1.87790194515407,87,0.693147180559755,2.30088777606364,0.573257664671368,96.2500000000001,45,2.17951181586412,120.5,3,3.31414810698247,0.722705982801061
"13955-201",1.14527309929393,3.18530241466408,1.66383691126886,97.6303036655284,91.8750000000319,1.09861228866803,1.6091317550081,1.04508119762161,85.5,1.79048558888099,4.38110655407923,2.67263436847184,89.9999999999999,99.4999999999999,1.09861228866812,2.30200674820667,1.73129847096219,85.9999999999999,0.693147180559739,2.86050356399906,1.60156607599018,93.7500000000001,30,2.10367373947261,120.029816306307,2.03235542609773,3.92072911463865,1.30291374225701
"13955-28",1.02215918939898,2.75976837444187,1.45015052508114,98.2499999812091,101.875000000032,1.09861288214532,1.63418417160096,0.760072010055758,87,1.38502048077282,3.11259522861573,1.69979146709276,101.25,101,1.01160091167849,2.86162253614209,2.32297619135728,86,0.693147180559756,2.30088777606364,1.3138840035384,102.5,35,1.92498195072924,119,2.5,2.5256907466182,0.405465108107735
"13955-22",0.313366499072411,2.53482196895657,1.60683033940718,101.499999981236,103.125000000032,0.405465108108107,2.52542248688225,1.93650386291775,90.5,0.691873300212876,2.01398293994762,2.73265237819809,105,104,0.405465108108176,2.52515029952088,1.91508094839582,89,0.693147180559754,2.01320570361186,0.563578409138509,101.25,30,1.81800983117707,122.5,0,2.5256907466182,0.165514438477145
"13955-49",0.961534494760568,2.94344922097907,1.25659638645498,95.374999981205,82.5000000000319,1.09861288214532,3.02047853272085,1.0601766025061,81,1.94463626870824,3.68795937351929,1.8033321460336,77.5,98.5,0.693147180559957,3.112936964423,2.41120042477212,85,0.405465108107975,2.7063528841718,0.561926098661817,87.5,20,1.27439438458809,117,4.44089209850063e-16,2.01486512285221,-0.478035800943428
"13955-91",0.718831625673371,2.96737758415568,1.62735864034156,101.624999981177,93.1250000000319,0.91629073187428,3.31387984724652,2.08962626501944,91.5,0.915016851527086,3.40027730106751,1.72669892001269,95,104.5,0.693147180559954,3.21829748008082,2.47156357449921,89.5,0.693147180559776,2.01320570361186,1.37317282065702,91.25,30,1.88053018815841,121,1.5,2.30254719530399,0.405465108107734
"13955-122",1.00235652443868,2.9333757480502,1.49935758152971,97.1249999813447,92.5000000000317,1.09861288214532,1.63418417160096,0.654711494397931,86,1.38502048077282,3.55442798089477,1.73550954969484,90,101.5,1.0986122886681,3.48066174454832,2.62988962573695,83,1.38629436111968,2.99403495662358,0.620736822978459,95,25,2.0791326305565,118,0,2.01486512285221,0.01980262729569
"13955-186",1.12429675244714,3.15710986271995,1.86396174504924,99.7499999812462,90.6250000000318,0.916290731874014,3.11320915178437,2.34436418175187,88,1.2514890881483,3.40027730106751,2.85151358107482,92.4999999999999,103,1.01160091167849,3.55476971670204,2.16558401760585,86.9999999999999,1.38629436111965,3.11181799227997,1.13085935323509,88.7500000000001,25,2.0791326305565,121,3,2.5256907466182,0.405465108107701
"13955-78",1.04160500646049,3.4205051774688,2.34571171993898,101.749999981179,91.250000000032,1.38629436111993,3.96050701217157,3.56729489982242,91.5,1.09733840832104,3.31326592407788,2.12779582562261,91.25,105,1.25276296849538,3.86015136625322,3.10434760533206,87.5,1.09861228866792,2.52403132737785,1.32121308172631,91.25,75,2.61812913128918,123,1,2.30254719530399,0.576613364303535
"13955-207",0.951453897338618,3.06461735089408,1.5785592526316,95.8749999812274,86.8750000000319,1.38629436111981,3.31387984724652,2.14369348628972,81,1.38502048077282,3.48032000874105,1.7673543988884,83.7499999999999,98.9999999999999,1.01160091167849,3.68830110932656,2.53243428958623,84,0.405465108107976,1.55115794258643,NA,90.0000000000001,40,1.87292558877319,119.5,1,2.01486512285221,0.0582689081235497
"13955-202",1.3631886335032,3.68928534270214,2.25945246728073,97.6249999812209,80.6250000000319,1.79175946922797,3.91171684800214,3.14191448201331,84.5,1.5028035164292,4.00641310463782,2.39293864765271,79.9999999999999,99.9999999999999,1.3862943611199,3.91144466064077,3.36157047029913,85.9999999999999,1.25276296849516,2.86050356399906,1.46803468336566,81.2500000000001,55,2.14522274238549,120,2,3.4011594839721,0.760805829033357
"13955-38",1.52445682158945,3.87602340808636,2.56503549813961,100.62499998121,87.5000000000319,1.60943791243402,3.86042355361459,3.19847405758158,89,1.5028035164292,3.9111029248335,2.81642226126355,83.75,103,1.60943791243411,4.34969959157192,3.42643110450118,88,1.50407739677608,3.2171785079378,1.72222383948509,91.25,60,2.78462564693874,122.5,4.5,3.80662459208026,1.49514876603154
"13955-82",1.33787080114871,3.50772192521053,2.28561190809187,99.3749999811835,87.500000000032,1.50407739677632,3.74919791850437,2.80414830516412,90,1.70347421189135,4.09342448162745,2.66227158143629,85,101,1.50407739677629,3.86015136625322,3.54475076480151,87,1.3862943611197,3.31248868774212,1.80790250898801,90,20,1.91038315130809,119.5,1,2.99569437586394,0.858661619037102
"13955-156",1.30096769400324,3.38541478524382,1.89782032084322,99.4362189292217,92.7933459713942,1.3862949545971,3.02047853272085,2.12104856319136,88,1.50280351642921,3.80574240917567,2.53326093373078,91.25,101.5,1.3862943611199,3.86015136625322,2.96124676169139,86.5847848922845,1.09861293513723,3.34291741181449,NA,94.7903468729757,25,1.72511608428438,121.5,3,3.00443838276449,0.858662609113692
"13955-134",1.18467809067263,2.6004494227842,1.33720319776584,95.6249999813449,85.6250000000317,1.3862949545971,2.32733135216091,1.61448733821183,82,1.5028035164292,3.40027730106751,1.77843459441188,81.2499999999999,99.5,1.25276296849537,3.31360765988515,2.42882202612194,82,1.50407739677606,2.52403132737785,0.717297034894306,90,5,1.31521637910834,119,0.500000000000002,2.01486512285221,-0.356674943939222
"13955-80",1.10829637958847,3.16082978776131,1.58467883397299,95.624999981177,85.000000000032,1.2527629684954,2.99542611612799,1.93650386291775,84,1.38502048077282,3.68795937351929,1.65327145145787,81.25,99,1.25276296849538,3.80608414498294,2.74130321310785,81,1.09861228866792,2.30088777606364,0.117240277400371,88.75,40,2.0914784663788,118.5,1.5,2.30254719530399,0.482426149243878
"13955-53",0.415149193141299,2.87821143286722,1.47136580451104,99.9999999811993,93.1250000000319,0.405465108108135,3.31387984724652,2.61150172497202,89.5,0.915016851527087,3.11259522861573,1.43012790014366,92.5,101,0.81093021621634,3.21829748008082,2.11309383498445,88.5,-1.90736315630602e-13,2.01320570361186,0.424724977148333,93.75,30,1.73392671396653,121,0.500000000000002,2.01486512285221,0.148420005117847
"13955-215",1.04160501233516,3.24208266186605,1.80750438046338,100.749999981238,97.5000000000319,1.25276296849532,3.40089122423615,2.69576206858975,89.5,1.09733840832104,3.40027730106751,1.66826349624417,98.7499999999999,104.5,1.3862943611199,3.80608414498294,3.04247220161397,88.5,0.916290731873966,2.7063528841718,0.335929478365201,96.2500000000001,30,1.74266039393529,120.5,1.5,2.70801230341215,0.444685821261017
"13955-162",1.51084088674548,3.67251468379587,2.29074059688383,97.0060638885535,85.8359307534542,1.50407739677615,3.31387984724652,2.40470731165933,84.6666670920435,1.96159364057337,3.99003702461637,2.38838283111685,84.9425748180518,99.5,1.55814461804656,3.86015136625322,3.23732328802286,85.1384050359052,1.46633685330353,3.47316272049061,2.05449772133727,86.7365510423415,40,2.59615022457041,118.5,2.5,3.68594379590577,1.17557299977841
"13955-150",1.02013668015368,3.17965926037202,2.10511108772855,100.32231943661,85.6991471195758,1.09861228866798,3.31387984724652,2.90466326318842,93.0000012761304,0.743633245223486,3.44410106010076,2.2517276788331,84.8277244541555,101,1.3862943611199,3.9602348248102,3.42481950060683,NA,1.38629500758901,2.36086506284192,-0.22841460605807,NA,30,2.060323298599,120.970183693693,-0.0323554260977316,2.29387898378352,0.182320566717781
"13955-165",0.988495210208997,3.27740739730008,2.73350763002428,102.37499998126,94.3750000000318,1.25276296849524,3.91171684800214,3.56306059568363,93,0.404191227761094,2.70713012050756,3.73459869041871,96.25,105.5,1.32175583998233,3.62376258818899,3.26608845442599,89,1.09861228866787,2.7063528841718,1.80774601292325,92.5000000000001,55,2.56224867289473,122,2,2.5256907466182,1.32972400963104
"13955-120",1.15554930982149,3.54013717226376,2.14604653922117,102.287557407961,99.3750000000315,1.09861228866799,3.48093393190969,2.8964327640519,NA,0.691873300212876,3.40027730106751,2.53664536831889,102.5,106,1.32175583998231,3.31360765988515,2.10708781092424,90,1.50407739677606,3.55365074455901,1.60156607599018,96.25,50,2.75347047915895,122.5,3,3.55531016379936,1.12492959698499
"13955-179",1.60613484986263,3.69903604111354,2.40004187834061,101.124999981234,91.2500000000318,1.50407739677615,4.00702702780646,3.42039486572327,89.5,1.79048558888099,4.05086486720866,2.83704154846629,92.4999999999999,105,1.50407739677628,3.9602348248102,3.12415023262824,89,1.70474809223818,3.39950006473175,1.49156518077585,90.0000000000001,35,2.19068511646224,121,5,3.21883792717815,1.16938135955585
"13955-29",0.59207990847783,2.54560095270341,1.36243986353378,99.9999999812116,100.625000000032,-7.57172102794357e-14,2.30227893556804,1.70251029557947,90,0.691873300212876,2.86128080033482,1.82762483860265,101.25,103.5,1.17865499634166,3.31360765988515,1.92957395569839,85,0.916290731873966,2.30088777606364,0.215271714870293,100,15,2.12762698049511,121.5,0.500000000000002,1.60940001474405,-0.198450938724269
"13955-155",0.95538317449496,2.98844107757148,1.60907632673417,99.2302037708939,92.5000000000318,1.25276296849522,3.48093393190969,2.40470731165933,87,1.32048195963525,3.48032000874105,2.12468099136783,90.625,102.5,0.916290731874165,2.99515392876661,1.99231229633181,86.75,1.09861228866791,2.30088777606364,0.418182238005016,94.3750000000001,25,2.0914784663788,120.75,0.750000000000002,2.42033023096037,0.431782416425129
"13955-143",1.41197881433454,3.6556551985295,2.62643463166968,101.374999981323,96.8750000000318,1.25276296849521,3.91171684800214,3.48207449171371,90,1.70347421189136,3.68795937351929,2.55065267644265,92.5,105,1.3862943611199,4.00675484044509,3.5375719830745,89,1.50407739677606,2.7063528841718,1.46803468336566,101.25,74.9999999999999,3.12895475505517,121.5,3.5,3.21883792717815,0.858661619037029
"13955-86",0.670041432761009,2.83722673362737,1.60966756734166,99.7499999811853,90.0000000000319,0.916290731874236,3.31387984724652,2.76093170366434,88.5,1.09733840832104,3.40027730106751,2.23041971815493,88.75,103.5,0.916290731874163,3.112936964423,2.44183739423401,88,0.693147180559753,2.99403495662359,0.128260337880663,91.25,10,1.01591146682857,119,4.44089209850063e-16,1.60940001474405,-0.616186139424235
"13955-113",1.0586994492081,3.19745076649881,2.30413388783673,101.1249999815,91.8750000000314,1.09861228866803,3.40089122423615,3.22262009988679,89.5,1.2514890881483,3.48032000874105,2.484108034791,92.5,104.5,1.32175583998231,3.80608414498294,3.18336414565029,89.5,0.916290731873945,2.7063528841718,1.96447156967955,91.25,25,2.12169224497529,121,2,2.5256907466182,0.867100487682893
"13955-13",1.3118953165899,3.32527944334666,1.80476580864548,99.9999999813823,93.1250000000315,1.38629436111981,3.48093393190969,2.88256291618776,88,1.70347421189136,3.95989308900293,2.06190613432732,92.5,103.5,1.38629436111989,3.112936964423,1.62982901079733,88,1.50407739677606,3.62264361604596,1.34753039004368,93.75,20,2.27072782413578,120.5,1,2.70801230341215,0.506817602367962
"13955-65",1.28522711081813,3.62254907179419,2.72670881593747,104.124999981184,98.1250000000319,1.50407739677629,3.91171684800214,3.81437502396453,93.5,1.38502048077282,3.74858399533572,2.80142947667741,98.75,108,1.3862943611199,3.86015136625322,3.31045802409003,91.5,1.09861228866792,3.2171785079378,2.05358097543954,97.5,60,3.14833103401831,123.5,3,2.86216298323941,0.832909122934648
"13955-99",1.3756111333895,3.53358867751448,2.07756839339179,99.1249999811736,85.6250000000318,1.50407739677635,3.86042355361459,2.86566110538515,86,1.87052829655452,3.85980963044595,2.59402248090219,87.5,103.5,1.44691898293633,4.0067548404451,3.37012484239579,86,1.09861228866794,2.30088777606364,0.530085492806157,83.75,35,1.59284811570663,121,2,3.48120219164564,0.722705982801019
"13955-39",1.04160499594193,3.00797583229373,1.60885860844443,100.124999981207,91.8750000000319,1.2527629684953,3.40089122423615,2.51141826641503,88.5,1.38502048077282,3.68795937351929,1.56365929276818,91.2499999999999,104,1.25276296849538,3.48066174454831,2.6888321613704,88,0.916290731873966,2.86050356399906,0.502953787322075,92.5,15,1.61284878241329,120,1,1.60940001474405,0.262364264467065
"13955-189",1.15465237205934,2.85955700433248,1.65502556122494,100.999999981238,95.0000000000318,1.38629436111973,3.55504190406341,2.8280300371675,89,1.5028035164292,3.55442798089477,2.27742576053086,94.9999999999999,106,1.38629426499235,2.86162253614209,1.7435043766417,88,1.09861228866787,2.01320570361186,0.497678092985836,95.0000000000001,15,1.75990220036979,121,1,2.30254719530399,0.246860077931059
"13955-204",1.0416050388318,3.49507273682676,1.99747641432737,99.1249999812271,91.8750000000319,0.693147180559868,3.2185696674422,2.42697994726846,86.5,0.915016851527086,3.68795937351929,1.97144975523192,93.7499999999999,102,1.09861228866812,3.9602348248102,3.01369323706393,87,1.50407739677608,3.55365074455901,1.87349979147383,90.0000000000001,25,1.88807739379379,121,2.5,3.31414810698247,1.07840958135016
"13955-46",0.382359380464569,3.07425989616179,2.30441139729208,102.874999981212,102.500000000032,0.405465108108092,4.00702702780646,3.90376713644363,92,0.404191227761094,2.3016650123994,1.8745084245015,101.25,105.5,0.916290731874166,3.40061903687478,2.64054692021094,91,0.405465108107976,2.01320570361186,0.126089892677353,103.75,65,3.19620698206434,123,0.500000000000002,2.01486512285221,-0.0833816089394792
"13955-119",1.36318865891273,3.38169138307768,1.99349054927039,100.249999981445,95.0000000000311,1.60943791243401,3.40089122423615,2.664990409923,89.5,1.2514890881483,3.31326592407788,1.9119659870364,93.75,102.5,1.50407739677627,3.80608414498294,3.16888612646963,89,1.38629436111968,2.7063528841718,1.20841758758096,96.25,45,2.16251423949555,120,3,3.21883792717815,0.631271776841368
"13955-147",1.25782812222583,2.83416948591295,1.52483349784359,97.9999999813096,87.5000000000318,1.50407739677613,2.99542611612799,2.47009007092219,87,1.38502048077282,3.21795574427355,2.15260269579813,88.75,100.5,1.3862943611199,3.21829748008082,1.90775490830375,84,1.25276296849516,2.52403132737785,0.614642880834222,86.2500000000001,10,1.63245725380167,120.5,2,2.70801230341216,0.165514438477084
"13955-57",1.12483769970387,2.93577585744013,1.51949830078284,102.057610799732,93.9224508227897,1.3862949545971,2.73279646026907,1.98384744167787,90.9999987238696,0.642661115896321,2.25968141455497,0.888104938694597,92.6722755458445,106,1.17865499634166,3.48066174454831,2.54417610746292,89.5,0.916290731873966,2.30088777606364,0.641311127916383,95,20.9436159723452,1.57243924407542,122,3.5,3.4011594839721,1.08518926833554
"13955-47",1.36318862900389,3.41719946197637,2.26349794472358,96.4999999812045,87.5000000000319,1.70474809223834,3.62403477555036,2.82507582527007,84,1.5028035164292,3.80574240917567,2.58280741008205,87.5,99,1.70474809223844,3.68830110932656,3.3769160399738,85,0.916290731873966,2.52403132737785,0.810387457960317,87.5,40,2.45731377971619,118,2,3.11347741152032,1.22964055107408
"13955-132",1.64460111457306,3.84740416038277,2.35657883613292,98.2499999813359,90.0000000000317,1.70474809223831,3.86042355361459,3.29359906934537,84,1.87052829655452,4.00641310463782,2.4975428511287,84.9999999999999,102.5,1.70474809223843,3.62376258818899,3.17511667622027,85.5,1.50407739677606,4.15262453206998,1.90475233497793,95,50,2.25000169361866,121,4.5,3.55531016379936,0.955511445026946
"13955-12",1.06062546088957,3.26271493896409,2.03458474927876,99.7499999814146,105.000000000031,1.09861288214532,3.24362208403506,2.92912571042528,87,1.38502048077282,3.55442798089477,1.84349818775894,100,104.5,1.17865499634164,3.86015136625322,3.07044605365638,87,0.916290731873945,1.60774059550369,1.08126241209572,110,45,2.25000169361866,120.5,2,3.11347741152032,0.900161349943781
"13955-81",1.52445676996559,3.39072390345641,2.08263871055841,99.3749999811834,81.875000000032,1.70474809223846,3.74919791850437,3.37534971936407,88,1.79048558888098,3.80574240917567,2.55227068622197,81.25,103.5,1.60943791243411,3.80608414498294,2.58234868096795,87,1.60943791243391,2.99403495662359,0.674804044248734,82.5,30,1.97446200799261,119,2,2.5256907466182,0.494696241835691
"13955-35",1.29865013330654,3.00503177498615,1.70854965367641,100.624999981211,86.250000000032,1.25276296849527,3.55504190406341,2.74823312032721,90,1.38502048077282,3.62342085238172,1.45365839755386,83.7499999999999,103.5,1.44691898293634,3.74892573114299,2.84730250234217,87,1.3862943611197,2.01320570361186,0.37102079817647,88.7500000000001,10,1.68907614780118,122,3,2.5256907466182,0.553885113226007
